"annotation_id","annotator","char_count","combined_text","created_at","filing_date","finbert_confidence","finbert_label","id","label","lead_time","paragraph_id","risk_heading","risk_section","ticker","updated_at"
2419,"1",510,"LEGAL AND COMPLIANCE RISKS
The use of AI may raise ethical concerns, lead to flawed outcomes, or present other privacy and security risks that could make it more difficult to adopt or implement effectively. Compliance requirements or even our inadvertent failure to comply with applicable laws may cause us to incur substantial costs, subject us to proceedings by governmental entities or others, and cause us to incur penalties or other significant legal liability or lead us to change our business practices.","2026-03-16T06:56:15.971251Z","2025-08-14",0.9287,"Business Ethics & Values",1424,"Business Ethics & Values",12.757,"WDC_2025_RISK_061","LEGAL AND COMPLIANCE RISKS","LEGAL AND COMPLIANCE RISKS","WDC","2026-03-16T06:56:15.971259Z"
2420,"1",1339,"Risks Related to Our Business
Because of our various asset management businesses and our capital markets services business, we will be subject to a number of actual and potential conflicts of interest and subject to greater regulatory oversight and more legal and contractual restrictions than that to which we would otherwise be subject if we had just one line of business. To mitigate these conflicts and address regulatory, legal and contractual requirements across our various businesses, we have implemented certain policies and procedures (for example, information walls) that may reduce the positive synergies that we cultivate across these businesses for purposes of identifying and managing attractive investments. For example, certain regulatory requirements require us to restrict access by certain personnel in our funds to information about certain transactions or investments being considered or made by those funds. In addition, we may come into possession of confidential or material non-public information with respect to issuers in which we may be considering making an investment or issuers in which our affiliates may hold an interest. As a consequence of such policies and procedures, we may be precluded from providing such information or other ideas to our other businesses even where it might be of benefit to them.","2026-03-16T06:56:27.437453Z","2024-02-23",0.9142,"Business Ethics & Values",1425,"Business Ethics & Values",10.963,"BX_2024_RISK_116","Risks Related to Our Business","Risks Related to Our Business","BX","2026-03-16T06:56:27.437467Z"
2421,"1",867,"RISKS RELATED TO REGULATORY AND LEGAL MATTERS
We have bottling and other business operations in markets with high-risk legal compliance environments. Our policies and procedures require strict compliance by our employees and agents with all United States and local laws and regulations and consent orders applicable to our business operations, including those prohibiting improper payments to government officials. Nonetheless, our policies, procedures and related training programs may not always ensure full compliance by our employees and agents with all applicable legal requirements. Improper conduct by our employees or agents could damage our reputation in the United States and internationally or lead to litigation or legal proceedings that could result in civil or criminal penalties, including substantial monetary fines as well as disgorgement of profits.","2026-03-16T06:56:34.567642Z","2023-02-21",0.943,"Business Ethics & Values",1426,"Business Ethics & Values",6.634,"KO_2023_RISK_060","RISKS RELATED TO REGULATORY AND LEGAL MATTERS","RISKS RELATED TO REGULATORY AND LEGAL MATTERS","KO","2026-03-16T06:56:34.567653Z"
2422,"1",1931,"BUSINESS AND OPERATIONAL RISKS
government and other customers in countries, which increases the risk of an incident resulting in injury or loss of life, damage or destruction of property, inability to meet our contractual obligations or retaliatory measures taken in respect thereof;uthe ongoing conflict between Russia and Ukraine, which has resulted in the imposition by the U.S. and other nations of restrictive actions against Russia, Belarus and certain banks, companies and individuals; anduthe ongoing conflict in the Middle East, which continues to expand. We are also subject to the U.S. Foreign Corrupt Practices Act (“FCPA”), the U.K. Bribery Act of 2010 (the “U.K. Bribery Act”) and other anti-corruption and anti-bribery laws and regulations in jurisdictions where we do business. These laws and regulations generally prohibit improper payments or offers of improper payments to government officials, political parties, or commercial partners to obtain or retain business or secure an improper business advantage. We have operations, and deal with and make sales to governmental or quasi-governmental entities in non-U.S. countries, including those known to experience corruption, and further expansion of our non-U.S. sales efforts may involve additional regions. In many countries, particularly countries with developing economies, it may be common for businesses to engage in practices prohibited by the FCPA or other applicable laws and regulations. Our activities in these countries pose a heightened risk of unauthorized payments or offers of payments by one of our employees or third-party business partners, representatives, and agents that could violate various laws, including the FCPA. The FCPA, U.K. Bribery Act and other applicable anti-bribery and anti-corruption laws may also hold us liable for acts of corruption and bribery committed by our third-party business partners, representatives, and agents.","2026-03-16T06:56:38.703640Z","2025-02-11",0.9403,"Business Ethics & Values",1427,"Business Ethics & Values",3.637,"LDOS_2025_RISK_114","BUSINESS AND OPERATIONAL RISKS","BUSINESS AND OPERATIONAL RISKS","LDOS","2026-03-16T06:56:38.703661Z"
2423,"1",2148,"Failure to comply with, compliance with or changes in, laws and regulations applicable to our businesses could have a materially adverse effect on our reputation, results of operations or financial condition, or have other adverse consequences
prohibited by domestic and foreign laws and regulations, including the United States Foreign Corrupt Practices Act and the U.K. Bribery Act 2010. Such laws generally prohibit improper payments or offers of payments to foreign government officials and leaders of political parties and, in some cases, to other persons, for the purpose of obtaining or retaining business. We are also subject to economic and trade sanctions programs, including those administered by the U.S. Treasury Department’s Office of Foreign Assets Control, which prohibit or restrict transactions or dealings with specified countries, their governments and, in certain circumstances, their nationals, and with individuals and entities that are specially designated, including narcotics traffickers and terrorists or terrorist organizations, among others. In addition, some of our businesses and entities in the U.S. and a number of other countries in which we operate are subject to anti-money laundering laws and regulations, including, for example, The Bank Secrecy Act of 1970, as amended by the USA PATRIOT Act of 2001 (the “BSA”). Among other things, the BSA requires certain financial institutions, including banks and money services businesses (such as national trust banks and providers of prepaid access like us), to develop and implement risk-based anti-money laundering programs, report large cash transactions and suspicious activity, and maintain transaction records. We have registered our payroll card business as a provider of prepaid access, and registered our ADP Trust Bank with the Treasury Department’s Financial Crimes Enforcement Network (FinCEN). We have implemented policies and procedures to monitor and address compliance with applicable anti-corruption, economic and trade sanctions and anti-money laundering laws and regulations, and we regularly review, upgrade and enhance our policies and procedures.","2026-03-16T06:56:42.567440Z","2023-08-03",0.9572,"Business Ethics & Values",1428,"Business Ethics & Values",3.355,"ADP_2023_RISK_004","Failure to comply with, compliance with or changes in, laws and regulations applicable to our businesses could have a materially adverse effect on our reputation, results of operations or financial condition, or have other adverse consequences","LEGAL AND COMPLIANCE RISKS","ADP","2026-03-16T06:56:42.567465Z"
2424,"1",1719,"Legal and Regulatory Risks Related to Our Business
We have operations in, and have business relationships with, entities in countries known to experience high levels of corruption. We are subject to the FCPA and other similar laws outside the United States that prohibit improper payments or offers of payments to foreign governments, their officials, and political parties for the purpose of obtaining or retaining business. U.S. and non-U.S. regulators alike continue to focus on the enforcement of these laws, and we may be subject to additional compliance requirements to identify criminal activity and payments to sanctioned parties. Our activities in certain countries with high levels of corruption enhance the risk of unauthorized payments or offers of payments by Drivers, consumers, merchants, shippers or carriers, employees, consultants, or business partners in violation of various anti-corruption laws, including the FCPA, even though the actions of these parties are often outside our control. Our acquisition of Careem may further enhance this risk because users of Careem’s platform and Careem’s employees, consultants, and business partners may not be familiar with, and may not have been previously subject to, these anti-corruption laws. In addition, our existing and future safeguards, including training and compliance programs to discourage these practices by such parties, may not prove effective, and such parties may engage in conduct for which we could be held responsible. Additional compliance requirements may compel us to revise or expand our compliance program, including the procedures we use to verify the identity of platform users and monitor international and domestic transactions.","2026-03-16T06:56:45.907988Z","2022-02-24",0.9647,"Business Ethics & Values",1429,"Business Ethics & Values",2.837,"UBER_2022_RISK_171","Legal and Regulatory Risks Related to Our Business","Financing and Transactional Risks","UBER","2026-03-16T06:56:45.907997Z"
2425,"1",1497,"Tax, Accounting, Compliance and Regulatory Risks
Failure to comply with governmental laws and regulations could harm our business. Our business is subject to regulation by various federal, state, local, and foreign governmental agencies, including agencies responsible for monitoring and enforcing employment and labor laws, workplace safety, product safety, environmental laws, consumer protection laws, privacy and data-protection laws, anti-bribery laws (including the U.S. Foreign Corrupt Practices Act and the U.K. Anti-Bribery Act), import/export controls, federal securities laws, and tax laws and regulations. In certain jurisdictions, these regulatory requirements may be more stringent than those in the United States. Noncompliance with applicable regulations or requirements could subject us to investigations, sanctions, mandatory product recalls, enforcement actions, disgorgement of profits, fines, damages, civil and criminal penalties, or injunctions. If any governmental sanctions are imposed, or if we do not prevail in any possible civil or criminal litigation resulting from any alleged noncompliance, our business, operating results, and financial condition could be materially adversely affected. In addition, responding to any action will likely result in a significant diversion of management’s attention and resources and an increase in professional fees. Enforcement actions, litigation, and sanctions could harm our business, operating results, and financial condition.","2026-03-16T06:56:59.902624Z","2021-09-03",0.92,"Business Ethics & Values",1430,"Business Ethics & Values",13.481,"PANW_2021_RISK_105","Tax, Accounting, Compliance and Regulatory Risks","Risks Related to Operations Outside the United States","PANW","2026-03-16T06:56:59.902635Z"
2426,"1",1744,"Risks Related to Regulation and Compliance
Applicable U.S. and non-U.S. anti-corruption laws, including but not limited to the U.S. Foreign Corrupt Practices Act (FCPA), prohibit us from, among other things, corruptly making payments to non-U.S. officials for the purpose of obtaining or retaining business. We pursue certain opportunities in countries that experience government corruption, and in certain circumstances, compliance with these laws may conflict with local customs and practices. Our policies mandate compliance with all applicable anti-corruption laws and our procedures and practices are designed to ensure that our employees and intermediaries comply with these laws. However, there can be no assurance that such policies, procedures and practices will protect us from liability under the FCPA or other similar laws for actions or inadvertences by our employees or intermediaries. Liability for such actions or inadvertences could result in severe criminal or civil fines, penalties, forfeitures, disgorgements or other sanctions, which in turn could have a material adverse effect on our reputation, business, financial condition, results of operations, and cash flows. In addition, detecting, investigating and resolving actual or alleged violations can be expensive and consume significant time and attention of our senior management, in-country management, and other personnel. Additionally, as we expand our EPC services and/or pursuant to other contracts where we have assumed responsibility to procure all or part of the materials needed for certain projects, we source more materials from outside the United States and are subject to non-U.S. laws associated with the procurement and transportation of such materials.","2026-03-16T06:57:46.636347Z","2026-02-19",0.9731,"Business Ethics & Values",1431,"Business Ethics & Values",46.225,"PWR_2026_RISK_098","Risks Related to Regulation and Compliance","Risks Related to Our Industries","PWR","2026-03-16T06:57:46.636358Z"
2427,"1",1604,"LEGAL PROCEEDINGS
In the normal course of our business, we have been named, from time to time, as a defendant in various legal actions, including arbitrations, class actions and other litigation, arising in connection with our activities as a diversified financial services institution. RJF and certain of its subsidiaries are subject to regular reviews and inspections by regulatory authorities and self-regulatory organizations. Reviews can result in the imposition of sanctions for regulatory violations, ranging from non-monetary censures to fines and, in serious cases, temporary or permanent suspension from conducting business, or limitations on certain business activities. In addition, regulatory agencies and SROs institute investigations from time to time, among other things, into industry practices, which can also result in the imposition of such sanctions. We may contest liability and/or the amount of damages, as appropriate, in each pending matter. Over the last several years, the level of litigation and investigatory activity (both formal and informal) by government and self-regulatory agencies in the financial services industry continues to be significant. There can be no assurance that material losses will not be incurred from claims that have not yet been asserted or are not yet determined to be material. For many legal and regulatory matters, we are unable to estimate a range of reasonably possible loss as we cannot predict if, how or when such proceedings or investigations will be resolved or what the eventual settlement, fine, penalty or other relief, if any, may be.","2026-03-16T06:57:56.916535Z","2021-11-23",0.9014,"Business Ethics & Values",1432,"Business Ethics & Values",9.741,"RJF_2021_RISK_058","LEGAL PROCEEDINGS","LEGAL PROCEEDINGS","RJF","2026-03-16T06:57:56.916544Z"
2428,"1",2024,"LEGAL, ENVIRONMENTAL, AND REGULATORY RISKS
As a U.S. government contractor, we are subject to risks relating to U.S. government audits, investigations, and disputes. We are subject to U.S. government investigations relating to our U.S. government contracts. Such U.S. government investigations often take years to complete and could result in administrative, civil, or criminal liabilities, including repayments, fines, treble and other damages, forfeitures, restitution, or penalties, or could lead to suspension or debarment of U.S. government contracting or of export privileges. For instance, if we or one of our business units were charged with wrongdoing in connection with a U.S. government investigation (including fraud, or violation of certain environmental, FCPA, and other anti-bribery and anti-corruption laws, or export laws, as further described below), the U.S. government could suspend us from bidding on or receiving awards of new U.S. government contracts pending the completion of legal proceedings. If convicted or found liable, the U.S. government could fine and debar us from new U.S. government contracting for a period generally not to exceed three years, and could void any contracts found to be tainted by fraud. We also could suffer reputational harm if allegations of impropriety were made against us, even if such allegations are later determined to be unsubstantiated. Further, our U.S. government contracts are subject to audit and we have received audit reports recommending the reduction of certain contract prices because, for example, cost or pricing data disclosures or cost accounting practices used to price and negotiate those contracts may not have conformed to government regulations. Some of these audit reports recommend that certain payments be repaid, delayed, or withheld, and may involve substantial amounts, which could, if the audit reports’ theories were to prevail in litigation, also have future impacts such as increasing the costs absorbed by our commercial businesses.","2026-03-16T06:58:00.132811Z","2026-02-06",0.9472,"Business Ethics & Values",1433,"Business Ethics & Values",2.715,"RTX_2026_RISK_034","LEGAL, ENVIRONMENTAL, AND REGULATORY RISKS","LEGAL, ENVIRONMENTAL, AND REGULATORY RISKS","RTX","2026-03-16T06:58:00.132828Z"
2429,"1",241,"BUSINESS RISKS
CarMax was founded on the fundamental principle of integrity.  Failure to maintain a reputation of integrity and to otherwise maintain and enhance our brand could adversely affect our business, sales and results of operations.","2026-03-16T06:58:04.301460Z","2023-04-13",0.9508,"Business Ethics & Values",1434,"Business Ethics & Values",3.666,"KMX_2023_RISK_010","BUSINESS RISKS","BUSINESS RISKS","KMX","2026-03-16T06:58:04.301471Z"
2430,"1",261,"Compliance Risks
We are subject to the U.S. Foreign Corrupt Practices Act, the U.K. Bribery Act, Chinese anti-corruption laws and similar worldwide anti-corruption laws, which impose restrictions on certain conduct and may carry substantial fines and penalties.","2026-03-16T06:58:08.551033Z","2024-02-28",0.9035,"Business Ethics & Values",1435,"Business Ethics & Values",3.739,"VTRS_2024_RISK_084","Compliance Risks","Compliance Risks","VTRS","2026-03-16T06:58:08.551045Z"
2431,"1",280,"Legal and Regulatory Risks
▪The improper conduct of employees, agents, subcontractors, suppliers, business partners or joint ventures in which we participate can impact our reputation, our ability to do business and our financial position, results of operations and/or cash flows.","2026-03-16T06:58:15.383159Z","2022-01-27",0.9254,"Business Ethics & Values",1436,"Non-ESG",10.993,"NOC_2022_RISK_017","Legal and Regulatory Risks","Legal and Regulatory Risks","NOC","2026-03-16T06:58:43.194327Z"
2432,"1",1411,"General Risk Factors
Adverse publicity related to our company, industry, personnel, operations or business performance may cause damage to our corporate reputation or brands and may generate negative sentiment, potentially affecting the performance of our business or our stock price, regardless of its accuracy or inaccuracy. Our reputation could be adversely affected by actual or perceived failures or concerns related to ethics, compliance, product quality and safety, environmental matters, privacy, diversity and inclusion, human rights, compensation and benefits and corporate governance, among other things. Negative publicity can be disseminated rapidly through digital platforms, including social media, websites, blogs and newsletters. Customers and other interested parties value readily available information and often act on such information without further investigation and without regard to its accuracy. The harm may be immediate without affording us an opportunity for redress or correction, and our success in preserving our brand image depends on our ability to recognize, respond to and effectively manage negative publicity in a rapidly changing environment. Adverse publicity or unfavorable commentary from any source could damage our reputation, reduce the demand for our homes or negatively impact the morale and performance of our employees, which could adversely affect our business.","2026-03-16T06:58:35.779242Z","2021-11-18",0.933,"Business Ethics & Values",1437,"Non-ESG",19.901,"DHI_2021_RISK_057","General Risk Factors","General Risk Factors","DHI","2026-03-16T06:58:35.779252Z"
2433,"1",866,"Because we have operations in numerous countries, our results may be adversely impacted by economic, regulatory and political developments, natural disasters, pandemics or conflicts.
In certain markets, we are dependent on governmental approvals of various actions such as price changes, and failure to obtain such approvals could impair growth of our profitability. In addition, despite our high ethical standards and rigorous controls and compliance policies aimed at preventing and detecting unlawful conduct, given the breadth and scope of our international operations, we may not be able to detect all potential improper or unlawful conduct by our employees and partners. Such improper or unlawful conduct (actual or alleged) could lead to litigation and regulatory action, cause damage to our reputation and that of our brands, and result in substantial costs.","2026-03-16T06:59:14.188375Z","2024-02-08",0.9461,"Business Ethics & Values",1438,"Business Ethics & Values",22.329,"PM_2024_RISK_027","Because we have operations in numerous countries, our results may be adversely impacted by economic, regulatory and political developments, natural disasters, pandemics or conflicts.","Overall Business Risks","PM","2026-03-16T06:59:14.188395Z"
2434,"1",2143,"We are subject to regulation worldwide.   If we fail to comply with regulatory requirements or if regulations change in a way that adversely affects our operations, we may not be able to conduct our business, or we may be less profitable.
Many of our activities throughout the world are subject to supervision and regulations promulgated by regulatory or self-regulatory bodies such as the SEC, the NYSE, the DOJ, the IRS, the Office of Foreign Assets Control, the FTC and the FINRA in the U.S., the Financial Conduct Authority in the U.K., the Australian Securities and Investments Commission in Australia and insurance regulators in nearly every jurisdiction in which we operate. Our retirement-related consulting and investment services are subject to pension law and financial regulation in many countries. Our activities are also subject to a variety of other laws, rules and regulations addressing licensing, data privacy, wage-and-hour standards, employment and labor relations, anti-competition, anti-corruption, currency, the conduct of business, reserves and the amount of local investment with respect to our operations in certain countries. For example, the DOJ recently revised its Corporate Criminal Enforcement Policies and Practices to include a section on the use of personal devices and third-party messaging applications, indicating that their use poses significant risk to companies and suggesting that it intends to investigate seriously whether companies have ensured that data from these sources is preserved for investigations. This and other forms of regulatory supervision could reduce our profitability or growth by increasing the costs of compliance, increasing the risk of costly enforcement actions, restricting the products or services we sell, the markets we enter, the methods by which we sell our products and services, or the prices we can charge for our services and the form of compensation we can accept from our clients, underwriting enterprises and third parties. As our operations grow around the world, it is increasingly difficult to monitor and enforce regulatory compliance across the organization.","2026-03-16T06:59:22.067110Z","2023-02-10",0.796,"Business Ethics & Values",1439,"Business Ethics & Values",7.363,"AJG_2023_RISK_048","We are subject to regulation worldwide.   If we fail to comply with regulatory requirements or if regulations change in a way that adversely affects our operations, we may not be able to conduct our business, or we may be less profitable.","Regulatory, Legal and Accounting Risks","AJG","2026-03-16T06:59:22.067121Z"
2435,"1",1344,"Risks Related to Regulatory and Legal Matters
We and certain related entities have in recent years been subject to various legal proceedings, including civil litigation and governmental investigations and enforcement actions. These actions can arise from normal business operations and/or matters that have been the subject of previous regulatory reviews. As a global company with investment products registered in numerous countries and subject to the jurisdiction of one or more regulators in each country, at any given time, our business operations may be subject to review, investigation or disciplinary action. For example, governmental authorities regularly make inquiries, hold investigations and administer market conduct examinations with respect to the company's compliance with applicable laws and regulations. Lawsuits or regulatory enforcement actions arising out of these inquiries may in the future be filed against the company and related entities and individuals. Judgments in civil litigation or findings of wrongdoing by these authorities against us could affect our reputation, result in damages, fines or penalties for which we would be responsible, increase our costs of doing business and/or negatively impact our revenues, any of which could have a material negative impact on our AUM, revenues, net income or liquidity.","2026-03-16T07:00:01.068580Z","2024-02-21",0.8565,"Business Ethics & Values",1440,"Non-ESG",38.492,"IVZ_2024_RISK_084","Risks Related to Regulatory and Legal Matters","Risks Related to Strategic Transactions","IVZ","2026-03-16T07:00:01.068590Z"
2436,"1",1782,"Our Legal, Compliance and Regulatory Risks
We and our managers, tenants and borrowers may be adversely affected by regulation and enforcement. We and our managers, tenants and borrowers are subject to or impacted by extensive and frequently changing federal, state, local and international laws and regulations. For example, the healthcare industry is subject to laws and regulations that relate to, among other things, licensure and certificates of need, conduct of operations, ownership of communities and facilities, construction of new communities and facilities and addition of equipment, governmental reimbursement programs, such as Medicare and Medicaid, allowable costs, services, prices for services, qualified beneficiaries, appropriateness and classification of care, patient rights, resident health and safety, data privacy and cybersecurity, wage and hour, fraud and abuse and financial and other arrangements that may be entered into by healthcare providers. We generally hold the applicable healthcare licenses and enroll in applicable government healthcare programs on behalf of the properties in our SHOP segment, and that subjects us to potential liability under some healthcare laws and regulations. See “Government Regulation—United States Healthcare Regulation, Licensing and Enforcement” included in Part I, Item 1 of this Annual Report. Many of our research tenants are subject to laws and regulations that govern the research, development, clinical testing, manufacture and marketing of drugs, medical devices and similar products. The laws and regulations that apply to us and our managers, tenants and borrowers are complex and may change rapidly or new laws and regulations may be introduced, and efforts to comply with them require significant resources.","2026-03-16T07:03:06.025078Z","2025-02-13",0.6344,"Business Ethics & Values",1441,"Product Liability",184.433,"VTR_2025_RISK_091","Our Legal, Compliance and Regulatory Risks","Our Capital Structure Risks","VTR","2026-03-16T07:03:06.025086Z"
2437,"1",1159,"Certain Recent and Potential Regulatory Developments
•In October 2023, the U.S. Department of Labor proposed a rule that, if finalized, would materially increase the likelihood that a fund sponsor could inadvertently become a fiduciary to plans governed by The Employee Retirement Income Security Act of 1974 (""ERISA""), individual retirement accounts (“IRAs”) within the meaning of Section 4975 of the Code, and similar plans, by reason of being deemed to have rendered investment advice in the context of fundraising and investor engagement. The proposal broadly applies to any communication made to ERISA-governed plans, IRAs, and their fiduciaries that would reasonably be viewed as a suggestion that the plan engage in, or refrain from taking, a particular course of action, and, therefore, may potentially create a fiduciary relationship between the fund sponsor and an ERISA plan or IRA for purposes of that communication. In the event that the fund sponsor was deemed to be an investment advice fiduciary, such fund sponsor would generally need to satisfy a complicated exemption to avoid a self-dealing prohibited transaction under ERISA and the Code.","2026-03-16T07:03:37.891476Z","2024-02-29",0.8044,"Business Ethics & Values",1442,"Business Ethics & Values",31.327,"KKR_2024_RISK_097","Certain Recent and Potential Regulatory Developments","Risks Related to Our Business","KKR","2026-03-16T07:03:37.891493Z"
2438,"1",2010,"COMPANY RISKS
One of our businesses was recently suspended by CMS from receiving payments from Medicare, although it is permitted to continue to perform and bill for Medicare services. The amounts billed are being deposited in an escrow account pending resolution of an audit. The Company has not recognized revenue for these services and has currently deferred slightly over $4 million in revenue. Our business is also subject to requirements of similar and other foreign governmental laws and regulations affecting our operations abroad. The failure to comply with any of these laws or regulations, or new interpretations of existing laws and regulations, or the imposition of any additional laws and regulations, could materially adversely affect our business. The costs to us associated with complying with the various applicable statutes and regulations, as they now exist and as they may be modified, could be material. Allegations by a governmental body that we have not complied with these laws could have a material adverse effect on our businesses. While we believe that we are substantially compliant with applicable laws and regulations, and believe we have adequate compliance programs and controls in place to ensure substantial compliance, if it is determined that we have not complied with these laws, we are potentially subject to penalties, including warning letters, substantial civil and criminal penalties, mandatory recall of product, seizure of product and injunction, consent decrees and suspension or limitation of product sale and distribution. If we enter into settlement agreements to resolve allegations of non-compliance, we could be required to make settlement payments or be subject to civil and criminal penalties, including fines and the loss of licenses. Non-compliance with government requirements could also adversely affect our ability to participate in important federal and state government health care programs, such as Medicare and Medicaid, and damage our reputation.","2026-03-16T07:03:48.723242Z","2022-02-15",0.734,"Business Ethics & Values",1443,"Business Ethics & Values",10.313,"HSIC_2022_RISK_038","COMPANY RISKS","COMPANY RISKS","HSIC","2026-03-16T07:03:48.723252Z"
2439,"1",257,"Business and Operational Risks
Acquiring new clients and retaining existing clients depends on our ability to avoid and manage conflicts of interest arising from other client relationships, retaining key personnel and maintaining a highly skilled workforce.","2026-03-16T07:04:02.058948Z","2024-02-07",0.7594,"Business Ethics & Values",1444,"Human Capital",12.824,"OMC_2024_RISK_013","Business and Operational Risks","Business and Operational Risks","OMC","2026-03-16T07:04:02.058964Z"
2440,"1",2269,"Legal and Regulatory Risks
From time to time, we may be, and in certain cases have been, subject to a variety of legal and regulatory actions relating to our current and past business operations, including:•industry-wide investigations regarding business practices, including the use and marketing of certain types of insurance policies or certificates of insurance, and compliance with guidance issued by regulators; •actions by regulatory authorities that may restrict our ability to increase or maintain our premium rates, require us to reduce premium rates, require us to allow customers to defer premium payments on certain of our products, make offering our products more expensive or unattractive to our clients, impose fines or penalties, and result in other expenses; •market conduct examinations, for which we are required to pay the expenses of the regulator as well as our own expenses, and which may result in fines, penalties, and other adverse consequences; •disputes regarding our Lender-placed Insurance products, including those relating to rates, agent compensation, consumer disclosure, continuous coverage requirements, loan tracking services and other services that we provide to mortgage servicers; •disputes over coverage or claims adjudication; •disputes over our treatment of claims, in which states or insureds may allege that we failed to make required payments or meet prescribed deadlines for adjudicating claims; •disputes regarding regulatory compliance, sales practices, disclosures, premium refunds, licensing, underwriting and compensation arrangements; •disputes over liability claims under comprehensive general liability policies involving property damage or personal injury at insured properties or relating to insured vehicles; •disputes alleging bundling of credit insurance and warranty products with other products provided by financial institutions; •disputes with tax and insurance authorities regarding our tax liabilities;•investigations alleging violations of sanctions and/or export control laws; •disputes relating to customers’ claims that they were not aware of the full cost or existence of the insurance or limitations on insurance coverage; and •employment litigation claims brought by current or former employees.","2026-03-16T07:04:36.401238Z","2023-02-17",0.7764,"Business Ethics & Values",1445,"Business Ethics & Values",33.807,"AIZ_2023_RISK_113","Legal and Regulatory Risks","Legal and Regulatory Risks","AIZ","2026-03-16T07:04:36.401249Z"
2441,"1",752,"Risks Related to Laws and Regulations
We envision a future in which AI operating in our products and services will help our public safety and private sector customers build safer communities with stronger communication platforms. AI may be flawed and datasets may be insufficient or contain biased information. Additionally, AI presents emerging ethical issues and we may enable or offer solutions that draw controversy due to their perceived or actual impact on society. As we work to responsibly meet our customers’ needs for products and services that use AI, we could suffer reputational or competitive damage as a result of any inconsistencies in the application of the technology or ethical concerns both of which may generate negative publicity.","2026-03-16T07:04:41.990646Z","2023-02-16",0.8427,"Business Ethics & Values",1446,"Business Ethics & Values",5.07,"MSI_2023_RISK_006","Risks Related to Laws and Regulations","Risks Related to Laws and Regulations","MSI","2026-03-16T07:04:41.990657Z"
2442,"1",1359,"Risks Related to Government Regulation and Enforcement
In addition, in November 2024, the European Commission issued a fine as a result of its finding that we tied Facebook Marketplace to Facebook and use data in a manner that infringes European Union competition rules. We are also subject to other government inquiries and investigations relating to our business activities and disclosure practices. For example, beginning in September 2021, we became subject to government investigations and requests relating to allegations and the release of internal company documents by a former employee. Orders issued by, or inquiries or enforcement actions initiated by, government or regulatory authorities could cause us to incur substantial costs, expose us to civil and criminal liability (including liability for our personnel) or penalties (including substantial monetary remedies), interrupt or require us to change our business practices in a manner materially adverse to our business (including changes to our products or user data practices), result in negative publicity and reputational harm, divert resources and the time and attention of management from our business, or subject us to other structural or behavioral remedies that adversely affect our business, and we have experienced some of these adverse effects to varying degrees from time to time.","2026-03-16T07:04:58.973430Z","2026-01-29",0.5928,"Business Ethics & Values",1447,"Business Ethics & Values",5.959,"META_2026_RISK_129","Risks Related to Government Regulation and Enforcement","Risks Related to Our Business Operations and Financial Results","META","2026-03-16T07:04:58.973440Z"
2443,"1",710,"BUSINESS AND OPERATIONS RISKS
laws, rules and regulations that may apply to our international operations may result in lawsuits, enforcement actions, criminal actions, or sanctions against us and, our directors, officers, and employees; prohibit or require us to change our products, services and business practices; and damage our reputation. There can be no assurance that our employees, contractors, or agents will not violate applicable laws or our policies, procedures and controls designed to help ensure compliance with these laws. These risks are inherent in our international operations, may increase our costs of doing business internationally, and could materially and adversely affect our business.","2026-03-16T07:05:04.199671Z","2026-02-03",0.7763,"Business Ethics & Values",1448,"Business Ethics & Values",4.724,"PYPL_2026_RISK_063","BUSINESS AND OPERATIONS RISKS","BUSINESS AND OPERATIONS RISKS","PYPL","2026-03-16T07:05:04.199681Z"
2444,"1",1283,"We are subject to governmental export and import controls that could subject us to liability or impair our ability to compete in global markets as well as a variety of other laws and regulations.
government contracts, any of which could have a material adverse effect on our operations, reputation and financial condition. In addition to export control laws, our global operations are subject to numerous U.S. and foreign laws and regulations, including those related to anti-corruption, anti-bribery, tax, corporate governance, financial and other disclosures, competition, antitrust, data privacy, data protection and employment. These laws and regulations are complex and may have differing or conflicting legal standards, making compliance difficult and costly, and changes to these laws may require us to make significant changes to our business operations that may adversely affect our business overall. The policies and procedures we have implemented to assist our compliance with these laws and regulations do not provide complete assurance that our employees, contractors, agents or partners will not violate such laws and regulations. Any violation individually or in the aggregate could have a material adverse effect on our operations, reputation and financial condition.","2026-03-16T07:05:14.421565Z","2024-02-14",0.7532,"Business Ethics & Values",1449,"Business Ethics & Values",9.727,"CDNS_2024_RISK_010","We are subject to governmental export and import controls that could subject us to liability or impair our ability to compete in global markets as well as a variety of other laws and regulations.","Business and Operational Risks","CDNS","2026-03-16T07:05:14.421574Z"
